Table of contents for Lexis Coding Project creatd 2013-12-14
id 	 file_name 	 aticle_Title 	 article_Date 	 Classified_as 	 classProbability 	 date_Classified
418 	files/notRelevent/article418	The Ugly New McCain	2008-09-17	0	files/2008/2008-1.html	2013-12-14
419 	files/toCode/article419	Obama's Panic	2008-09-17	1	files/2008/2008-1.html	2013-12-14
420 	files/notRelevent/article420	GOP Rally Reaches Out To Minorities	2008-09-17	0	files/2008/2008-1.html	2013-12-14
421 	files/notRelevent/article421	McCain Embraces Regulation After Many Years of Opposition	2008-09-17	0	files/2008/2008-1.html	2013-12-14
422 	files/notRelevent/article422	McCain, Palin Rally Supporters; Vienna, Ohio	2008-09-17	0	files/2008/2008-1.html	2013-12-14
423 	files/notRelevent/article423	Real Life Politics	2008-09-17	0	files/2008/2008-1.html	2013-12-14
424 	files/notRelevent/article424	In a Tight Race, Interest Groups Step Up	2008-09-16	0	files/2008/2008-1.html	2013-12-14
425 	files/notRelevent/article425	In Candidates, 2 Approaches To Wall Street	2008-09-16	0	files/2008/2008-1.html	2013-12-14
426 	files/toCode/article426	No title found	2008-09-16	1	files/2008/2008-1.html	2013-12-14
427 	files/toCode/article427	In Spanish, McCain Criticizes Obama on Immigration	2008-09-16	1	files/2008/2008-1.html	2013-12-14
428 	files/toCode/article428	Candidates pin blame in financial 'crisis'; But rivals don't agree on causes of Wall St. woes	2008-09-16	1	files/2008/2008-1.html	2013-12-14
429 	files/notRelevent/article429	Economy Becomes New Proving Ground For McCain, Obama	2008-09-16	0	files/2008/2008-1.html	2013-12-14
430 	files/toCode/article430	Obama Ad on Lobbying Turns Past Into Present	2008-09-16	1	files/2008/2008-1.html	2013-12-14
431 	files/toCode/article431	Dissecting the Negatives	2008-09-16	1	files/2008/2008-1.html	2013-12-14
432 	files/notRelevent/article432	The Trail	2008-09-16	0	files/2008/2008-1.html	2013-12-14
433 	files/notRelevent/article433	Ad Calls McCain's Campaign 'Dishonorable'; Obama on Offensive To Regain Traction	2008-09-16	0	files/2008/2008-1.html	2013-12-14
434 	files/notRelevent/article434	Sen. Obama Speaks In Golden, Col. on the Economy	2008-09-16	0	files/2008/2008-1.html	2013-12-14
435 	files/notRelevent/article435	Election 2008: Economy's Impact on Politics and Policy	2008-09-16	0	files/2008/2008-1.html	2013-12-14
436 	files/notRelevent/article436	Opinion Focus	2008-09-16	0	files/2008/2008-1.html	2013-12-14
437 	files/notRelevent/article437	Chatological Humor: The Best Feeling in the World (UPDATED 9.17.08); aka Tuesdays With Moron	2008-09-16	0	files/2008/2008-1.html	2013-12-14
438 	files/notRelevent/article438	Post Politics Hour; washingtonpost.com's Daily Politics Discussion	2008-09-16	0	files/2008/2008-1.html	2013-12-14
439 	files/notRelevent/article439	INSIDE THE TIMES: September 15, 2008	2008-09-15	0	files/2008/2008-1.html	2013-12-14
440 	files/notRelevent/article440	Both Sides Seeking to Be What Women Want	2008-09-15	0	files/2008/2008-1.html	2013-12-14
441 	files/toCode/article441	ON NYTIMES.COM	2008-09-15	1	files/2008/2008-1.html	2013-12-14
442 	files/notRelevent/article442	An Anchor Lets Down Her Hair	2008-09-15	0	files/2008/2008-1.html	2013-12-14
443 	files/toCode/article443	Scrutiny over lobbyist leaves out key points	2008-09-15	1	files/2008/2008-1.html	2013-12-14
444 	files/notRelevent/article444	Hispanic Businesses Get Out the Vote; Recruitment Campaigns, Immigration Debate Spur Latinos	2008-09-15	0	files/2008/2008-1.html	2013-12-14
445 	files/notRelevent/article445	Fey-as-Palin Wins the Early Vote On 'SNL'	2008-09-15	0	files/2008/2008-1.html	2013-12-14
446 	files/notRelevent/article446	Gibson Trod A Fine Line In Interviews	2008-09-15	0	files/2008/2008-1.html	2013-12-14
447 	files/notRelevent/article447	Critiquing the Press	2008-09-15	0	files/2008/2008-1.html	2013-12-14
448 	files/notRelevent/article448	Sen. Joe Biden (D-Del.) Speaks on the Economy	2008-09-15	0	files/2008/2008-1.html	2013-12-14
449 	files/notRelevent/article449	Science: Department of Human Behavior; Fighting Misinformation in Political Campaigns	2008-09-15	0	files/2008/2008-1.html	2013-12-14
450 	files/notRelevent/article450	Post Politics Hour; washingtonpost.com's Daily Politics Discussion	2008-09-15	0	files/2008/2008-1.html	2013-12-14
451 	files/notRelevent/article451	Where to Direct All That Rage	2008-09-14	0	files/2008/2008-1.html	2013-12-14
452 	files/notRelevent/article452	Making America Stupid	2008-09-14	0	files/2008/2008-1.html	2013-12-14
453 	files/notRelevent/article453	Campaign, and Complaints, Heat Up	2008-09-14	0	files/2008/2008-1.html	2013-12-14
454 	files/notRelevent/article454	Group With Swift Boat Alumni Readies Ads Attacking Obama; -	2008-09-14	0	files/2008/2008-1.html	2013-12-14
455 	files/toCode/article455	Obama Points to the Issues; Ignore Attacks, Democrat Implores	2008-09-14	1	files/2008/2008-1.html	2013-12-14
456 	files/toCode/article456	Portraying McCain as a Man of the Past	2008-09-13	1	files/2008/2008-1.html	2013-12-14
457 	files/notRelevent/article457	McCain Barbs Stirring Outcry As Distortions	2008-09-13	0	files/2008/2008-1.html	2013-12-14
458 	files/notRelevent/article458	Inside The Times: September 13th, 2008	2008-09-13	0	files/2008/2008-1.html	2013-12-14
459 	files/toCode/article459	A Big Regulator for the Little Investor	2008-09-13	1	files/2008/2008-1.html	2013-12-14
460 	files/toCode/article460	A Sharp Attack on Obama	2008-09-13	1	files/2008/2008-1.html	2013-12-14
461 	files/toCode/article461	McCain Wraps Distortions Around One Truth	2008-09-13	1	files/2008/2008-1.html	2013-12-14
462 	files/toCode/article462	A Privacy Shield Against the Campaigns	2008-09-13	1	files/2008/2008-1.html	2013-12-14
463 	files/notRelevent/article463	Obama Campaign Begins Counterattack	2008-09-13	0	files/2008/2008-1.html	2013-12-14
464 	files/toCode/article464	Biden's Son Quits Lobbying	2008-09-13	1	files/2008/2008-1.html	2013-12-14
465 	files/toCode/article465	Candidates Take Break, of Sorts, to Mark 7th Anniversary of the 9/11 Attacks	2008-09-12	1	files/2008/2008-1.html	2013-12-14
466 	files/toCode/article466	A Message From John McCain	2008-09-12	1	files/2008/2008-1.html	2013-12-14
467 	files/notRelevent/article467	Health Care Issue, Not Quite Hot, Remains Strong	2008-09-12	0	files/2008/2008-1.html	2013-12-14
468 	files/notRelevent/article468	Inside The Times September 12th, 2008	2008-09-12	0	files/2008/2008-1.html	2013-12-14
469 	files/notRelevent/article469	On the Web, a Nonpartisan Look at Those Partisan Campaign Ads	2008-09-12	0	files/2008/2008-1.html	2013-12-14
470 	files/notRelevent/article470	Candidates Promise National-Service Initiatives	2008-09-12	0	files/2008/2008-1.html	2013-12-14
471 	files/notRelevent/article471	Post Politics Hour; washingtonpost.com's Daily Politics Discussion	2008-09-12	0	files/2008/2008-1.html	2013-12-14
472 	files/notRelevent/article472	INSIDE THE TIMES: September 11, 2008	2008-09-11	0	files/2008/2008-1.html	2013-12-14
473 	files/toCode/article473	All Too Quiet on the Homeland Front	2008-09-11	1	files/2008/2008-1.html	2013-12-14
474 	files/toCode/article474	Misery Loves Democrats	2008-09-11	1	files/2008/2008-1.html	2013-12-14
475 	files/toCode/article475	Ad on Sex Education Distorts Obama Policy	2008-09-11	1	files/2008/2008-1.html	2013-12-14
476 	files/notRelevent/article476	Troubling Signs for Obama in Pennsylvania	2008-09-11	0	files/2008/2008-1.html	2013-12-14
477 	files/notRelevent/article477	McCain Camp Hits Obama On More Than One Front	2008-09-11	0	files/2008/2008-1.html	2013-12-14
478 	files/toCode/article478	McCain's 'Education' Spot Is Dishonest, Deceptive	2008-09-11	1	files/2008/2008-1.html	2013-12-14
479 	files/notRelevent/article479	The Ads That Aren't; Candidates Let Media Spread the Message	2008-09-11	0	files/2008/2008-1.html	2013-12-14
480 	files/toCode/article480	What's the Pig Deal?; With a phony flap and a misleading attack ad, the McCain campaign sinks into silliness.	2008-09-11	1	files/2008/2008-1.html	2013-12-14
481 	files/notRelevent/article481	She's the Star the GOP Hitched Its Bandwagon To	2008-09-11	0	files/2008/2008-1.html	2013-12-14
482 	files/notRelevent/article482	Virginians Fasten Seat Belts as Obama, McCain Dig In	2008-09-11	0	files/2008/2008-1.html	2013-12-14
483 	files/notRelevent/article483	Potomac Confidential; Washington's Hour of Talk Power	2008-09-11	0	files/2008/2008-1.html	2013-12-14
484 	files/notRelevent/article484	Post Politics Hour; washingtonpost.com's Daily Politics Discussion	2008-09-11	0	files/2008/2008-1.html	2013-12-14
485 	files/notRelevent/article485	Protecting Your Assets: Some Strategies	2008-09-10	0	files/2008/2008-1.html	2013-12-14
486 	files/notRelevent/article486	For '08 Rivals, A Skein of Ties To Loan Giants	2008-09-10	0	files/2008/2008-1.html	2013-12-14
487 	files/toCode/article487	No title found	2008-09-10	1	files/2008/2008-1.html	2013-12-14
488 	files/notRelevent/article488	Feeling a Challenge, Obama Sharpens His Silver Tongue	2008-09-10	0	files/2008/2008-1.html	2013-12-14
489 	files/notRelevent/article489	Campaigns Adjust Their Pace to Meet Short Season	2008-09-10	0	files/2008/2008-1.html	2013-12-14
490 	files/notRelevent/article490	Reduced Dominance Is Predicted for U.S.; Analyst Previews Report to Next President	2008-09-10	0	files/2008/2008-1.html	2013-12-14
491 	files/toCode/article491	My 38.9 Million Fellow Americans . . .	2008-09-10	1	files/2008/2008-1.html	2013-12-14
492 	files/notRelevent/article492	Three Presidents Get My Vote	2008-09-10	0	files/2008/2008-1.html	2013-12-14
493 	files/notRelevent/article493	Post Politics Hour; washingtonpost.com's Daily Politics Discussion	2008-09-10	0	files/2008/2008-1.html	2013-12-14
494 	files/notRelevent/article494	Palin Panic	2008-09-10	0	files/2008/2008-1.html	2013-12-14
495 	files/toCode/article495	U.S. Backs Off Civilian Nuclear Pact With Russia	2008-09-09	1	files/2008/2008-1.html	2013-12-14
496 	files/notRelevent/article496	Forgoing Subsidy, Obama Team Presses Donors	2008-09-09	0	files/2008/2008-1.html	2013-12-14
497 	files/notRelevent/article497	Surprise Me Most	2008-09-09	0	files/2008/2008-1.html	2013-12-14
498 	files/notRelevent/article498	A Risky High-Wire Act	2008-09-09	0	files/2008/2008-1.html	2013-12-14
499 	files/notRelevent/article499	Very different visions; The conventions clearly demonstrated why the Democratic Party and the Republican Party are still worlds apart.	2008-09-09	0	files/2008/2008-1.html	2013-12-14
500 	files/toCode/article500	Disconnect on Palin's bridge line	2008-09-09	1	files/2008/2008-1.html	2013-12-14
